연번,호선,고유역번호(외부역코드),역명,수송연월,하차인원수
1654,7,2727,군자(7),2022년6월,331261
1655,7,2728,어린이대공원,2022년6월,415722
1656,7,2729,건대입구(7),2022년6월,394565
1657,7,2730,뚝섬유원지,2022년6월,265886
1658,7,2731,청담,2022년6월,579565
1659,7,2732,강남구청,2022년6월,486193
1660,7,2733,학동,2022년6월,646555
1661,7,2734,논현,2022년6월,528312
1662,7,2735,반포,2022년6월,163788
1663,7,2736,고속터미널(7),2022년6월,400547
1664,7,2737,내방,2022년6월,393353
1665,7,2738,이수(7),2022년6월,443623
1666,7,2739,남성,2022년6월,288021
1667,7,2740,숭실대입구,2022년6월,367829
1668,7,2741,상도,2022년6월,300208
1669,7,2742,장승배기,2022년6월,245548
1670,7,2743,신대방삼거리,2022년6월,406031
1671,7,2744,보라매,2022년6월,228158
1672,7,2745,신풍,2022년6월,317636
1673,7,2746,대림(7),2022년6월,244595
1674,7,2747,남구로,2022년6월,432229
1675,7,2748,가산디지털단지(7),2022년6월,1089209
1676,7,2749,철산,2022년6월,598046
1677,7,2750,광명사거리,2022년6월,608022
1678,7,2751,천왕,2022년6월,298818
1679,7,2752,온수(7),2022년6월,267370
1680,8,2811,암사,2022년6월,458496
1681,8,2812,천호(8),2022년6월,479764
1682,8,2813,강동구청,2022년6월,286989
1683,8,2814,몽촌토성,2022년6월,179453
1684,8,2815,잠실(8),2022년6월,500296
1685,8,2816,석촌(8),2022년6월,247503
1686,8,2817,송파,2022년6월,233154
1687,8,2818,가락시장(8),2022년6월,233399
1688,8,2819,문정,2022년6월,568243
1689,8,2820,장지,2022년6월,455934
1690,8,2821,복정(8),2022년6월,227680
1691,8,2822,산성,2022년6월,155091
1692,8,2823,남한산성입구,2022년6월,360664
1693,8,2824,단대오거리,2022년6월,288815
1694,8,2825,신흥,2022년6월,130293
1695,8,2826,수진,2022년6월,141454
1696,8,2827,모란(8),2022년6월,114352
1697,8,2828,남위례,2022년6월,156553
1698,9,4126,언주,2022년6월,50032
1699,9,4127,선정릉,2022년6월,44927
1700,9,4128,삼성중앙,2022년6월,36482
1701,9,4129,봉은사,2022년6월,86863
1702,9,4130,종합운동장(9),2022년6월,20012
1703,9,4131,삼전,2022년6월,45961
1704,9,4132,석촌고분,2022년6월,38963
1705,9,4133,석촌(9),2022년6월,48919
1706,9,4134,송파나루,2022년6월,41365
1707,9,4135,한성백제,2022년6월,21823
1708,9,4136,올림픽공원(9),2022년6월,41191
1709,9,4137,둔촌오륜,2022년6월,10223
1710,9,4138,중앙보훈병원,2022년6월,57423
1711,1,150,서울역(1),2022년7월,1339173
1712,1,151,시청(1),2022년7월,657393
1713,1,152,종각,2022년7월,985824
1714,1,153,종로3가(1),2022년7월,698755
1715,1,154,종로5가,2022년7월,642341
1716,1,155,동대문(1),2022년7월,319821
1717,1,156,신설동(1),2022년7월,377013
1718,1,157,제기동,2022년7월,496234
1719,1,158,청량리,2022년7월,580513
1720,1,159,동묘앞(1),2022년7월,280351
1721,2,201,시청(2),2022년7월,613806
1722,2,202,을지로입구,2022년7월,1162098
1723,2,203,을지로3가(2),2022년7월,642165
1724,2,204,을지로4가(2),2022년7월,354374
1725,2,205,동대문역사문화공원(2),2022년7월,449881
1726,2,206,신당(2),2022년7월,414353
1727,2,207,상왕십리,2022년7월,388093
1728,2,208,왕십리(2),2022년7월,402038
1729,2,209,한양대,2022년7월,221713
1730,2,210,뚝섬,2022년7월,666113
1731,2,211,성수,2022년7월,1138953
1732,2,212,건대입구(2),2022년7월,1152266
1733,2,213,구의,2022년7월,645827
1734,2,214,강변,2022년7월,926268
1735,2,215,잠실나루,2022년7월,382146
1736,2,216,잠실(2),2022년7월,2212989
1737,2,217,잠실새내,2022년7월,644824
1738,2,218,종합운동장(2),2022년7월,452319
1739,2,219,삼성,2022년7월,1590363
1740,2,220,선릉,2022년7월,1337009
1741,2,221,역삼,2022년7월,1520948
1742,2,222,강남,2022년7월,2333099
1743,2,223,교대(2),2022년7월,1025284
1744,2,224,서초,2022년7월,577848
1745,2,225,방배,2022년7월,458127
1746,2,226,사당(2),2022년7월,1242380
1747,2,227,낙성대,2022년7월,764617
1748,2,228,서울대입구,2022년7월,1319764
1749,2,229,봉천,2022년7월,630723
1750,2,230,신림,2022년7월,1632136
1751,2,231,신대방,2022년7월,711055
1752,2,232,구로디지털단지,2022년7월,1607975
1753,2,233,대림(2),2022년7월,705700
1754,2,234,신도림,2022년7월,1381249
1755,2,235,문래,2022년7월,617511
1756,2,236,영등포구청(2),2022년7월,607199
1757,2,237,당산,2022년7월,581884
1758,2,238,합정(2),2022년7월,1024271
1759,2,239,홍대입구,2022년7월,2042916
1760,2,240,신촌,2022년7월,1068373
1761,2,241,이대,2022년7월,413626
1762,2,242,아현,2022년7월,280520
1763,2,243,충정로(2),2022년7월,285558
1764,2,244,용답,2022년7월,79805
1765,2,245,신답,2022년7월,53509
1766,2,246,신설동(2),2022년7월,107914
1767,2,247,도림천,2022년7월,39999
1768,2,248,양천구청,2022년7월,197492
1769,2,249,신정네거리,2022년7월,299890
1770,2,250,용두,2022년7월,67609
1771,3,309,지축,2022년7월,140231
1772,3,310,구파발,2022년7월,599929
1773,3,311,연신내(3),2022년7월,983093
1774,3,312,불광(3),2022년7월,501410
1775,3,313,녹번,2022년7월,382406
1776,3,314,홍제,2022년7월,462977
1777,3,315,무악재,2022년7월,111111
1778,3,316,독립문,2022년7월,206841
1779,3,317,경복궁,2022년7월,637924
1780,3,318,안국,2022년7월,663799
1781,3,319,종로3가(3),2022년7월,337790
1782,3,320,을지로3가(3),2022년7월,292688
1783,3,322,동대입구,2022년7월,258106
1784,3,323,약수(3),2022년7월,352964
1785,3,324,금호,2022년7월,206441
1786,3,325,옥수,2022년7월,267047
1787,3,326,압구정,2022년7월,986301
1788,3,327,신사,2022년7월,876548
1789,3,328,잠원,2022년7월,132343
1790,3,329,고속터미널(3),2022년7월,1402838
1791,3,330,교대(3),2022년7월,250660
1792,3,331,남부터미널,2022년7월,849472
1793,3,332,양재,2022년7월,1088254
1794,3,333,매봉,2022년7월,323994
1795,3,334,도곡,2022년7월,145659
1796,3,335,대치,2022년7월,329530
1797,3,336,학여울,2022년7월,68785
1798,3,337,대청,2022년7월,259263
1799,3,338,일원,2022년7월,271635
1800,3,339,수서,2022년7월,517473
1801,3,340,가락시장(3),2022년7월,240833
1802,3,341,경찰병원,2022년7월,198008
1803,3,342,오금(3),2022년7월,155402
1804,4,409,당고개,2022년7월,240494
1805,4,410,상계,2022년7월,498854
1806,4,411,노원(4),2022년7월,615137
1807,4,412,창동,2022년7월,769864
1808,4,413,쌍문,2022년7월,743078
1809,4,414,수유,2022년7월,953496
1810,4,415,미아,2022년7월,395194
1811,4,416,미아사거리,2022년7월,756501
1812,4,417,길음,2022년7월,558777
1813,4,418,성신여대입구,2022년7월,551568
1814,4,419,한성대입구,2022년7월,362841
1815,4,420,혜화,2022년7월,1010074
1816,4,421,동대문(4),2022년7월,561335
1817,4,422,동대문역사문화공원(4),2022년7월,402814
1818,4,423,충무로(4),2022년7월,713775
1819,4,424,명동,2022년7월,614573
1820,4,425,회현,2022년7월,704279
1821,4,426,서울역(4),2022년7월,542166
1822,4,427,숙대입구,2022년7월,363744
1823,4,428,삼각지(4),2022년7월,177118
1824,4,429,신용산,2022년7월,527737
1825,4,430,이촌,2022년7월,299558
1826,4,431,동작,2022년7월,59728
1827,4,432,이수(총신대입구),2022년7월,583202
1828,4,433,사당(4),2022년7월,644640
1829,4,434,남태령,2022년7월,33571
1830,5,2511,방화,2022년7월,185674
1831,5,2512,개화산,2022년7월,152171
1832,5,2513,김포공항(5),2022년7월,248678
1833,5,2514,송정,2022년7월,175451
1834,5,2515,마곡,2022년7월,291572
1835,5,2516,발산,2022년7월,597085
1836,5,2517,우장산,2022년7월,399798
1837,5,2518,화곡,2022년7월,740909
1838,5,2519,까치산(5),2022년7월,772461
1839,5,2520,신정,2022년7월,315925
1840,5,2521,목동,2022년7월,490040
1841,5,2522,오목교,2022년7월,658945
1842,5,2523,양평(5),2022년7월,197208
1843,5,2524,영등포구청(5),2022년7월,113877
1844,5,2525,영등포시장,2022년7월,303708
1845,5,2526,신길(5),2022년7월,126003
1846,5,2527,여의도(5),2022년7월,803491
1847,5,2528,여의나루,2022년7월,405137
1848,5,2529,마포,2022년7월,391557
1849,5,2530,공덕(5),2022년7월,401247
1850,5,2531,애오개,2022년7월,183226
1851,5,2532,충정로(5),2022년7월,118368
1852,5,2533,서대문,2022년7월,501399
1853,5,2534,광화문,2022년7월,881792
1854,5,2535,종로3가(5),2022년7월,389269
1855,5,2536,을지로4가(5),2022년7월,167237
1856,5,2537,동대문역사문화공원(5),2022년7월,92502
1857,5,2538,청구(5),2022년7월,100359
1858,5,2539,신금호,2022년7월,183985
1859,5,2540,행당,2022년7월,202227
1860,5,2541,왕십리(5),2022년7월,154166
1861,5,2542,마장,2022년7월,146247
1862,5,2543,답십리,2022년7월,418678
1863,5,2544,장한평,2022년7월,512507
1864,5,2545,군자(5),2022년7월,349903
1865,5,2546,아차산,2022년7월,399590
1866,5,2547,광나루,2022년7월,349201
1867,5,2548,천호(5),2022년7월,542566
1868,5,2549,강동,2022년7월,501278
1869,5,2550,길동,2022년7월,236597
1870,5,2551,굽은다리,2022년7월,269131
1871,5,2552,명일,2022년7월,253296
1872,5,2553,고덕,2022년7월,269802
1873,5,2554,상일동,2022년7월,384501
1874,5,2555,둔촌동,2022년7월,231281
1875,5,2556,올림픽공원(5),2022년7월,105524
1876,5,2557,방이,2022년7월,207263
1877,5,2558,오금(5),2022년7월,100322
1878,5,2559,개롱,2022년7월,188195
1879,5,2560,거여,2022년7월,268754
1880,5,2561,마천,2022년7월,196588
1881,5,2562,강일,2022년7월,123178
1882,5,2563,미사,2022년7월,475157
1883,5,2564,하남풍산,2022년7월,119793
1884,5,2565,하남시청,2022년7월,197533
1885,5,2566,하남검단산,2022년7월,176265
1886,6,2611,응암,2022년7월,487737
1887,6,2612,역촌,2022년7월,119410
1888,6,2613,불광(6),2022년7월,129745
1889,6,2614,독바위,2022년7월,84889
1890,6,2616,구산,2022년7월,166245
1891,6,2617,새절,2022년7월,325662
1892,6,2618,증산,2022년7월,277635
1893,6,2619,디지털미디어시티(6),2022년7월,427459
1894,6,2620,월드컵경기장,2022년7월,195218
1895,6,2621,마포구청,2022년7월,360469
1896,6,2622,망원,2022년7월,441648
1897,6,2623,합정(6),2022년7월,399449
1898,6,2624,상수,2022년7월,315410
1899,6,2625,광흥창,2022년7월,243915
1900,6,2626,대흥,2022년7월,242358
1901,6,2627,공덕(6),2022년7월,483207
1902,6,2628,효창공원앞,2022년7월,175231
1903,6,2629,삼각지(6),2022년7월,176062
1904,6,2630,녹사평,2022년7월,158517
1905,6,2631,이태원,2022년7월,416099
1906,6,2632,한강진,2022년7월,307222
1907,6,2633,버티고개,2022년7월,60570
1908,6,2634,약수(6),2022년7월,103416
1909,6,2635,청구(6),2022년7월,103665
1910,6,2636,신당(6),2022년7월,234302
1911,6,2637,동묘앞(6),2022년7월,238488
1912,6,2638,창신,2022년7월,79498
1913,6,2639,보문,2022년7월,194213
1914,6,2640,안암,2022년7월,291218
1915,6,2641,고려대,2022년7월,217389
1916,6,2642,월곡,2022년7월,313581
1917,6,2643,상월곡,2022년7월,157602
1918,6,2644,돌곶이,2022년7월,243411
1919,6,2645,석계(6),2022년7월,352416
1920,6,2646,태릉입구(6),2022년7월,169147
1921,6,2647,화랑대,2022년7월,247150
1922,6,2648,봉화산,2022년7월,237418
1923,7,2711,장암,2022년7월,34450
1924,7,2712,도봉산(7),2022년7월,303497
1925,7,2713,수락산,2022년7월,370323
1926,7,2714,마들,2022년7월,343027
1927,7,2715,노원(7),2022년7월,612315
1928,7,2716,중계,2022년7월,364085
1929,7,2717,하계,2022년7월,468551
1930,7,2718,공릉,2022년7월,329524
1931,7,2719,태릉입구(7),2022년7월,230114
1932,7,2720,먹골,2022년7월,282726
1933,7,2721,중화,2022년7월,292849
1934,7,2722,상봉(7),2022년7월,458421
1935,7,2723,면목,2022년7월,406122
1936,7,2724,사가정,2022년7월,445988
1937,7,2725,용마산,2022년7월,165938
1938,7,2726,중곡,2022년7월,282798
1939,7,2727,군자(7),2022년7월,337465
1940,7,2728,어린이대공원,2022년7월,364510
1941,7,2729,건대입구(7),2022년7월,396118
1942,7,2730,뚝섬유원지,2022년7월,257558
1943,7,2731,청담,2022년7월,590370
1944,7,2732,강남구청,2022년7월,492488
1945,7,2733,학동,2022년7월,656033
1946,7,2734,논현,2022년7월,531954
1947,7,2735,반포,2022년7월,167727
1948,7,2736,고속터미널(7),2022년7월,403141
1949,7,2737,내방,2022년7월,401802
1950,7,2738,이수(7),2022년7월,456751
1951,7,2739,남성,2022년7월,289646
1952,7,2740,숭실대입구,2022년7월,335144
1953,7,2741,상도,2022년7월,294384
1954,7,2742,장승배기,2022년7월,253122
1955,7,2743,신대방삼거리,2022년7월,407965
1956,7,2744,보라매,2022년7월,219932
1957,7,2745,신풍,2022년7월,322633
1958,7,2746,대림(7),2022년7월,253744
1959,7,2747,남구로,2022년7월,441463
1960,7,2748,가산디지털단지(7),2022년7월,1116312
1961,7,2749,철산,2022년7월,606458
1962,7,2750,광명사거리,2022년7월,612771
1963,7,2751,천왕,2022년7월,301409
1964,7,2752,온수(7),2022년7월,253912
1965,8,2811,암사,2022년7월,465069
1966,8,2812,천호(8),2022년7월,491745
1967,8,2813,강동구청,2022년7월,291773
1968,8,2814,몽촌토성,2022년7월,177035
1969,8,2815,잠실(8),2022년7월,540336
1970,8,2816,석촌(8),2022년7월,253034
1971,8,2817,송파,2022년7월,242937
1972,8,2818,가락시장(8),2022년7월,234184
1973,8,2819,문정,2022년7월,581659
1974,8,2820,장지,2022년7월,469845
1975,8,2821,복정(8),2022년7월,218906
1976,8,2822,산성,2022년7월,151423
1977,8,2823,남한산성입구,2022년7월,336976
1978,8,2824,단대오거리,2022년7월,286365
1979,8,2825,신흥,2022년7월,136652
1980,8,2826,수진,2022년7월,142545
1981,8,2827,모란(8),2022년7월,112502
1982,8,2828,남위례,2022년7월,157064
1983,9,4126,언주,2022년7월,52199
1984,9,4127,선정릉,2022년7월,47490
1985,9,4128,삼성중앙,2022년7월,38546
1986,9,4129,봉은사,2022년7월,95218
1987,9,4130,종합운동장(9),2022년7월,21176
1988,9,4131,삼전,2022년7월,48132
1989,9,4132,석촌고분,2022년7월,40988
1990,9,4133,석촌(9),2022년7월,50904
1991,9,4134,송파나루,2022년7월,44038
1992,9,4135,한성백제,2022년7월,21930
1993,9,4136,올림픽공원(9),2022년7월,40569
1994,9,4137,둔촌오륜,2022년7월,10236
1995,9,4138,중앙보훈병원,2022년7월,58910
1996,1,150,서울역(1),2022년8월,1308757
1997,1,151,시청(1),2022년8월,649885
1998,1,152,종각,2022년8월,963022
1999,1,153,종로3가(1),2022년8월,661307
2000,1,154,종로5가,2022년8월,616993
2001,1,155,동대문(1),2022년8월,295307
2002,1,156,신설동(1),2022년8월,358114
2003,1,157,제기동,2022년8월,493439
2004,1,158,청량리,2022년8월,566099
2005,1,159,동묘앞(1),2022년8월,261286
2006,2,201,시청(2),2022년8월,597267
2007,2,202,을지로입구,2022년8월,1147831
2008,2,203,을지로3가(2),2022년8월,623713
2009,2,204,을지로4가(2),2022년8월,351501
2010,2,205,동대문역사문화공원(2),2022년8월,424713
2011,2,206,신당(2),2022년8월,403278
2012,2,207,상왕십리,2022년8월,376537
2013,2,208,왕십리(2),2022년8월,383640
2014,2,209,한양대,2022년8월,202956
2015,2,210,뚝섬,2022년8월,650811
2016,2,211,성수,2022년8월,1105060
2017,2,212,건대입구(2),2022년8월,1093327
2018,2,213,구의,2022년8월,629963
2019,2,214,강변,2022년8월,901206
2020,2,215,잠실나루,2022년8월,377036
2021,2,216,잠실(2),2022년8월,2087236
2022,2,217,잠실새내,2022년8월,616035
2023,2,218,종합운동장(2),2022년8월,397422
2024,2,219,삼성,2022년8월,1479875
2025,2,220,선릉,2022년8월,1297526
2026,2,221,역삼,2022년8월,1494004
2027,2,222,강남,2022년8월,2152978
2028,2,223,교대(2),2022년8월,982996
2029,2,224,서초,2022년8월,553058
2030,2,225,방배,2022년8월,439665
2031,2,226,사당(2),2022년8월,1164182
2032,2,227,낙성대,2022년8월,738734
2033,2,228,서울대입구,2022년8월,1267303
2034,2,229,봉천,2022년8월,618861
2035,2,230,신림,2022년8월,1566109
2036,2,231,신대방,2022년8월,683590
2037,2,232,구로디지털단지,2022년8월,1557588
2038,2,233,대림(2),2022년8월,684030
2039,2,234,신도림,2022년8월,1330414
2040,2,235,문래,2022년8월,599311
2041,2,236,영등포구청(2),2022년8월,595227
2042,2,237,당산,2022년8월,561948
2043,2,238,합정(2),2022년8월,988158
2044,2,239,홍대입구,2022년8월,1943348
2045,2,240,신촌,2022년8월,1014872
2046,2,241,이대,2022년8월,395222
2047,2,242,아현,2022년8월,272510
2048,2,243,충정로(2),2022년8월,279703
2049,2,244,용답,2022년8월,78458
2050,2,245,신답,2022년8월,51673
2051,2,246,신설동(2),2022년8월,99599
2052,2,247,도림천,2022년8월,38732
2053,2,248,양천구청,2022년8월,191330
2054,2,249,신정네거리,2022년8월,288558
2055,2,250,용두,2022년8월,67653
2056,3,309,지축,2022년8월,138542
2057,3,310,구파발,2022년8월,570833
2058,3,311,연신내(3),2022년8월,946481
2059,3,312,불광(3),2022년8월,479535
2060,3,313,녹번,2022년8월,371178
2061,3,314,홍제,2022년8월,448471
2062,3,315,무악재,2022년8월,107268
2063,3,316,독립문,2022년8월,202622
2064,3,317,경복궁,2022년8월,606647
2065,3,318,안국,2022년8월,631100
2066,3,319,종로3가(3),2022년8월,317369
2067,3,320,을지로3가(3),2022년8월,281655
2068,3,322,동대입구,2022년8월,257905
2069,3,323,약수(3),2022년8월,342845
2070,3,324,금호,2022년8월,201922
2071,3,325,옥수,2022년8월,259399
2072,3,326,압구정,2022년8월,943914
2073,3,327,신사,2022년8월,833201
2074,3,328,잠원,2022년8월,128687
2075,3,329,고속터미널(3),2022년8월,1322085
2076,3,330,교대(3),2022년8월,242524
2077,3,331,남부터미널,2022년8월,813746
2078,3,332,양재,2022년8월,1044475
2079,3,333,매봉,2022년8월,309725
2080,3,334,도곡,2022년8월,140566
2081,3,335,대치,2022년8월,323945
2082,3,336,학여울,2022년8월,75103
2083,3,337,대청,2022년8월,256593
2084,3,338,일원,2022년8월,268149
2085,3,339,수서,2022년8월,501174
2086,3,340,가락시장(3),2022년8월,236635
2087,3,341,경찰병원,2022년8월,195728
2088,3,342,오금(3),2022년8월,151199
2089,4,409,당고개,2022년8월,233501
2090,4,410,상계,2022년8월,481871
2091,4,411,노원(4),2022년8월,589617
2092,4,412,창동,2022년8월,740005
2093,4,413,쌍문,2022년8월,723196
2094,4,414,수유,2022년8월,924776
2095,4,415,미아,2022년8월,384005
2096,4,416,미아사거리,2022년8월,723702
2097,4,417,길음,2022년8월,540421
2098,4,418,성신여대입구,2022년8월,534539
2099,4,419,한성대입구,2022년8월,351101
2100,4,420,혜화,2022년8월,981347
2101,4,421,동대문(4),2022년8월,503726
2102,4,422,동대문역사문화공원(4),2022년8월,387208
2103,4,423,충무로(4),2022년8월,691612
2104,4,424,명동,2022년8월,619825
2105,4,425,회현,2022년8월,654668
2106,4,426,서울역(4),2022년8월,527064
2107,4,427,숙대입구,2022년8월,352274
2108,4,428,삼각지(4),2022년8월,176806
2109,4,429,신용산,2022년8월,517698
2110,4,430,이촌,2022년8월,306167
2111,4,431,동작,2022년8월,61242
2112,4,432,이수(총신대입구),2022년8월,558575
2113,4,433,사당(4),2022년8월,604088
2114,4,434,남태령,2022년8월,32724
2115,5,2511,방화,2022년8월,179131
2116,5,2512,개화산,2022년8월,147447
2117,5,2513,김포공항(5),2022년8월,232638
2118,5,2514,송정,2022년8월,168844
2119,5,2515,마곡,2022년8월,282414
2120,5,2516,발산,2022년8월,576375
2121,5,2517,우장산,2022년8월,390530
2122,5,2518,화곡,2022년8월,722914
2123,5,2519,까치산(5),2022년8월,749853
2124,5,2520,신정,2022년8월,305358
2125,5,2521,목동,2022년8월,478446
2126,5,2522,오목교,2022년8월,641217
2127,5,2523,양평(5),2022년8월,192438
2128,5,2524,영등포구청(5),2022년8월,112994
2129,5,2525,영등포시장,2022년8월,293359
2130,5,2526,신길(5),2022년8월,122588
2131,5,2527,여의도(5),2022년8월,805109
2132,5,2528,여의나루,2022년8월,409660
2133,5,2529,마포,2022년8월,382530
2134,5,2530,공덕(5),2022년8월,390186
2135,5,2531,애오개,2022년8월,176367
2136,5,2532,충정로(5),2022년8월,119741
2137,5,2533,서대문,2022년8월,492338
2138,5,2534,광화문,2022년8월,920645
2139,5,2535,종로3가(5),2022년8월,373840
2140,5,2536,을지로4가(5),2022년8월,164549
2141,5,2537,동대문역사문화공원(5),2022년8월,93629
2142,5,2538,청구(5),2022년8월,97103
2143,5,2539,신금호,2022년8월,177326
2144,5,2540,행당,2022년8월,197574
2145,5,2541,왕십리(5),2022년8월,146225
2146,5,2542,마장,2022년8월,143096
2147,5,2543,답십리,2022년8월,416756
2148,5,2544,장한평,2022년8월,496180
2149,5,2545,군자(5),2022년8월,338834
2150,5,2546,아차산,2022년8월,386607
2151,5,2547,광나루,2022년8월,344817
2152,5,2548,천호(5),2022년8월,519495
2153,5,2549,강동,2022년8월,491123
2154,5,2550,길동,2022년8월,230262
2155,5,2551,굽은다리,2022년8월,255940
2156,5,2552,명일,2022년8월,244246
2157,5,2553,고덕,2022년8월,260833
2158,5,2554,상일동,2022년8월,373041
2159,5,2555,둔촌동,2022년8월,223706
2160,5,2556,올림픽공원(5),2022년8월,120575
2161,5,2557,방이,2022년8월,201719
2162,5,2558,오금(5),2022년8월,97060
2163,5,2559,개롱,2022년8월,181177
2164,5,2560,거여,2022년8월,258714
2165,5,2561,마천,2022년8월,189691
2166,5,2562,강일,2022년8월,120658
2167,5,2563,미사,2022년8월,462251
2168,5,2564,하남풍산,2022년8월,114084
2169,5,2565,하남시청,2022년8월,188000
2170,5,2566,하남검단산,2022년8월,167905
2171,6,2611,응암,2022년8월,470674
2172,6,2612,역촌,2022년8월,120012
2173,6,2613,불광(6),2022년8월,123477
2174,6,2614,독바위,2022년8월,81394
2175,6,2616,구산,2022년8월,162004
2176,6,2617,새절,2022년8월,314426
2177,6,2618,증산,2022년8월,267940
2178,6,2619,디지털미디어시티(6),2022년8월,419585
2179,6,2620,월드컵경기장,2022년8월,152672
2180,6,2621,마포구청,2022년8월,352351
2181,6,2622,망원,2022년8월,435660
2182,6,2623,합정(6),2022년8월,380934
2183,6,2624,상수,2022년8월,307396
2184,6,2625,광흥창,2022년8월,238679
2185,6,2626,대흥,2022년8월,232368
2186,6,2627,공덕(6),2022년8월,473862
2187,6,2628,효창공원앞,2022년8월,171554
2188,6,2629,삼각지(6),2022년8월,170183
2189,6,2630,녹사평,2022년8월,152319
2190,6,2631,이태원,2022년8월,402029
2191,6,2632,한강진,2022년8월,288833
2192,6,2633,버티고개,2022년8월,59599
2193,6,2634,약수(6),2022년8월,98739
2194,6,2635,청구(6),2022년8월,100772
2195,6,2636,신당(6),2022년8월,227469
2196,6,2637,동묘앞(6),2022년8월,225901
2197,6,2638,창신,2022년8월,77669
2198,6,2639,보문,2022년8월,186210
2199,6,2640,안암,2022년8월,284444
2200,6,2641,고려대,2022년8월,208405
2201,6,2642,월곡,2022년8월,305819
2202,6,2643,상월곡,2022년8월,152865
2203,6,2644,돌곶이,2022년8월,238118
2204,6,2645,석계(6),2022년8월,343298
2205,6,2646,태릉입구(6),2022년8월,163930
2206,6,2647,화랑대,2022년8월,237054
2207,6,2648,봉화산,2022년8월,229361
2208,7,2711,장암,2022년8월,31730
2209,7,2712,도봉산(7),2022년8월,287148
2210,7,2713,수락산,2022년8월,353763
2211,7,2714,마들,2022년8월,333545
2212,7,2715,노원(7),2022년8월,583516
2213,7,2716,중계,2022년8월,348067
2214,7,2717,하계,2022년8월,449177
2215,7,2718,공릉,2022년8월,312192
2216,7,2719,태릉입구(7),2022년8월,221494
2217,7,2720,먹골,2022년8월,275063
2218,7,2721,중화,2022년8월,281367
2219,7,2722,상봉(7),2022년8월,443806
2220,7,2723,면목,2022년8월,396423
2221,7,2724,사가정,2022년8월,431361
2222,7,2725,용마산,2022년8월,160219
2223,7,2726,중곡,2022년8월,275881
2224,7,2727,군자(7),2022년8월,328886
2225,7,2728,어린이대공원,2022년8월,374304
2226,7,2729,건대입구(7),2022년8월,380897
2227,7,2730,뚝섬유원지,2022년8월,251438
2228,7,2731,청담,2022년8월,576200
2229,7,2732,강남구청,2022년8월,485694
2230,7,2733,학동,2022년8월,643287
2231,7,2734,논현,2022년8월,512164
2232,7,2735,반포,2022년8월,162761
2233,7,2736,고속터미널(7),2022년8월,385848
2234,7,2737,내방,2022년8월,390342
2235,7,2738,이수(7),2022년8월,417149
2236,7,2739,남성,2022년8월,285273
2237,7,2740,숭실대입구,2022년8월,322717
2238,7,2741,상도,2022년8월,285832
2239,7,2742,장승배기,2022년8월,247187
2240,7,2743,신대방삼거리,2022년8월,391199
2241,7,2744,보라매,2022년8월,207275
2242,7,2745,신풍,2022년8월,307555
2243,7,2746,대림(7),2022년8월,245685
2244,7,2747,남구로,2022년8월,429173
2245,7,2748,가산디지털단지(7),2022년8월,1083488
2246,7,2749,철산,2022년8월,582502
2247,7,2750,광명사거리,2022년8월,588556
2248,7,2751,천왕,2022년8월,289970
2249,7,2752,온수(7),2022년8월,248056
2250,8,2811,암사,2022년8월,453107
2251,8,2812,천호(8),2022년8월,472489
2252,8,2813,강동구청,2022년8월,282283
2253,8,2814,몽촌토성,2022년8월,171541
2254,8,2815,잠실(8),2022년8월,510141
2255,8,2816,석촌(8),2022년8월,245031
2256,8,2817,송파,2022년8월,234614
2257,8,2818,가락시장(8),2022년8월,226320
2258,8,2819,문정,2022년8월,569490
2259,8,2820,장지,2022년8월,448287
2260,8,2821,복정(8),2022년8월,210960
2261,8,2822,산성,2022년8월,145704
2262,8,2823,남한산성입구,2022년8월,329224
2263,8,2824,단대오거리,2022년8월,278507
2264,8,2825,신흥,2022년8월,131443
2265,8,2826,수진,2022년8월,138265
2266,8,2827,모란(8),2022년8월,109975
2267,8,2828,남위례,2022년8월,154164
2268,9,4126,언주,2022년8월,51945
2269,9,4127,선정릉,2022년8월,46445
2270,9,4128,삼성중앙,2022년8월,37681
2271,9,4129,봉은사,2022년8월,90351
2272,9,4130,종합운동장(9),2022년8월,21035
2273,9,4131,삼전,2022년8월,47780
2274,9,4132,석촌고분,2022년8월,41227
2275,9,4133,석촌(9),2022년8월,50648
2276,9,4134,송파나루,2022년8월,43206
2277,9,4135,한성백제,2022년8월,21714
2278,9,4136,올림픽공원(9),2022년8월,43495
2279,9,4137,둔촌오륜,2022년8월,9659
2280,9,4138,중앙보훈병원,2022년8월,57410
