"사용월","호선명","지하철역","04시-05시 승차인원","04시-05시 하차인원","05시-06시 승차인원","05시-06시 하차인원","06시-07시 승차인원","06시-07시 하차인원","07시-08시 승차인원","07시-08시 하차인원","08시-09시 승차인원","08시-09시 하차인원","09시-10시 승차인원","09시-10시 하차인원","10시-11시 승차인원","10시-11시 하차인원","11시-12시 승차인원","11시-12시 하차인원","12시-13시 승차인원","12시-13시 하차인원","13시-14시 승차인원","13시-14시 하차인원","14시-15시 승차인원","14시-15시 하차인원","15시-16시 승차인원","15시-16시 하차인원","16시-17시 승차인원","16시-17시 하차인원","17시-18시 승차인원","17시-18시 하차인원","18시-19시 승차인원","18시-19시 하차인원","19시-20시 승차인원","19시-20시 하차인원","20시-21시 승차인원","20시-21시 하차인원","21시-22시 승차인원","21시-22시 하차인원","22시-23시 승차인원","22시-23시 하차인원","23시-24시 승차인원","23시-24시 하차인원","00시-01시 승차인원","00시-01시 하차인원","01시-02시 승차인원","01시-02시 하차인원","02시-03시 승차인원","02시-03시 하차인원","03시-04시 승차인원","03시-04시 하차인원","작업일자"
"202209","6호선","증산(명지대앞)","27","0","7554","528","15348","3648","38936","5129","46282","10225","25766","9130","16735","7516","13775","8724","14065","9567","13627","10836","11957","11504","11716","14454","13152","18875","12812","25050","12503","40330","7525","32527","5510","18544","4468","18335","3434","16127","1630","10437","247","3290","0","14","0","0","0","0","20221003"
"202209","6호선","창신","6","0","2452","343","5007","2312","13819","5154","16838","6826","8190","4045","5187","3080","4430","2931","4390","3479","4122","3611","4072","3630","4700","4104","5497","5089","5462","6792","4688","9374","3376","7353","2650","4614","1985","4445","1471","4163","551","2850","86","857","0","3","0","0","0","0","20221003"
"202209","6호선","청구","10","0","1462","476","2837","2354","7002","6577","9617","21156","6334","10281","4205","4228","4200","3829","4163","4060","4666","4535","4653","3759","4735","4632","5957","5210","7030","6131","12302","7443","7838","5222","4600","3494","3881","3312","3310","3208","1590","2160","205","762","0","1","0","0","0","0","20221003"
"202209","6호선","태릉입구","9","0","4353","908","7354","2697","19010","4370","21875","9913","11395","7735","8364","5621","8018","8117","8164","6442","8043","7171","7781","7732","7828","8324","8775","11114","9304","14455","9836","23498","6096","18898","4437","9990","4048","10096","3278","9580","1689","7652","372","3382","1","19","0","0","0","0","20221003"
"202209","6호선","한강진","16","0","1221","793","1489","7912","3106","19748","5881","38883","4873","26642","3532","17921","4486","18291","6003","19036","7377","24660","9984","18830","14987","19104","23696","20232","36136","23572","38617","27928","24437","12521","19874","4347","24700","3227","26285","2862","4872","2073","712","1532","2","188","0","7","0","0","20221003"
"202209","6호선","합정","9","0","3554","1358","5485","7283","13578","16182","20156","42112","15477","28161","12028","16613","13351","17762","16230","18618","17600","20413","18802","19247","20998","20511","24066","23931","31180","29725","45042","42694","30034","27897","25729","14252","28357","12600","26314","11796","14370","8573","2482","2426","13","22","0","0","0","0","20221003"
"202209","6호선","화랑대(서울여대입구)","20","1","5974","861","20329","3041","59136","7678","54659","18044","26457","13694","17289","8442","15570","9997","15929","8382","16569","9627","14292","9672","15677","12321","19530","14488","19983","22089","17358","34190","8701","31601","5923","17466","4746","16322","3244","14529","1217","10245","141","3660","0","36","0","0","0","0","20221003"
"202209","6호선","효창공원앞","19","0","2435","660","5417","3512","16623","7893","25642","24740","14816","15324","9541","10427","8902","8623","9897","8133","10473","8347","8686","8413","10527","8577","13215","10496","15457","13277","23021","19682","9891","13012","6724","8070","6255","7362","4508","6965","2211","5051","334","2093","1","8","0","0","0","0","20221003"
"202209","7호선","가산디지털단지","739","5","6439","6473","9222","25296","21931","115573","25029","357360","18377","197180","17269","54424","22228","32995","28422","31538","33571","31971","39711","28741","49667","26687","71434","25736","185380","28461","283079","33892","113576","23517","61056","13865","48200","11031","26328","10072","11147","7401","1487","2964","7","15","1","1","0","0","20221003"
"202209","7호선","강남구청","17","0","1610","1541","3884","13838","7159","32339","9863","103896","8991","99218","8917","38400","10810","22216","12970","19464","15257","20944","19481","17697","25028","16296","29922","16754","46016","18553","86359","20657","50166","12572","30926","7936","30098","6307","22709","5207","9322","3741","1768","1585","1","3","0","0","0","0","20221003"
"202209","7호선","건대입구","42","1","3627","950","4630","7318","11563","18253","18285","39522","15376","28620","13374","25386","14874","20468","16809","21806","19053","24126","22675","21895","26515","21914","30121","22741","38385","28547","35038","39209","24931","26426","25919","14703","22455","12492","20196","10704","10927","6603","1734","3355","8","220","0","1","0","0","20221003"
"202209","7호선","고속터미널","30","4","968","2609","2745","20109","10948","34682","17229","50048","21600","34116","21395","26437","25053","23801","24801","21243","26197","24856","28081","22562","34594","19669","39312","19932","53574","22423","50458","24713","34081","16278","36405","9294","32298","8417","25389","5271","9114","3013","1077","719","25","8","0","1","0","0","20221003"
"202209","7호선","공릉(서울과학기술대)","23","0","5941","893","14232","4016","36192","11668","40147","25160","22109","18039","16672","12957","15879","11616","17240","14366","16947","15771","16851","14446","18569","17353","23576","21806","22817","26242","24199","39150","13312","35136","10229","19175","10206","17365","9659","16615","5001","11407","946","3943","4","18","0","0","0","0","20221003"
"202209","7호선","광명사거리","231","2","19803","5876","29642","11726","76170","17373","85041","25543","45492","23173","30745","23568","28579","24889","30847","26461","29622","29455","28102","29740","29003","34506","34354","41676","36566","52256","32845","78233","22583","59867","15044","33059","12251","29087","8309","24112","3449","15984","519","4679","4","24","0","0","0","0","20221003"
"202209","7호선","군자(능동)","44","1","8639","956","14728","5965","35127","9046","56045","28579","36257","16960","20315","11009","17870","10790","18401","11610","18397","12913","17220","13962","18188","16816","20970","20427","26303","25954","33441","40487","19520","31758","15828","18830","14784","17613","11978","15703","5943","9559","1030","3260","6","43","0","5","0","0","20221003"
"202209","7호선","굴포천","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20221003"
"202209","7호선","까치울","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20221003"
"202209","7호선","남구로","69","2","16166","1947","15082","7654","29927","30893","35055","92182","22544","44366","15226","18601","14007","14800","15289","14039","14961","14829","14458","13717","16795","16574","20921","23143","41683","28978","69389","30383","30944","22558","16934","14457","11277","16591","7613","13627","3576","7614","450","2007","1","6","0","0","0","0","20221003"
"202209","7호선","남성","24","0","6132","758","13508","3627","37758","6645","54187","16963","31337","11754","18487","10748","15627","11311","16166","11004","15892","12416","13561","12777","13780","16338","15525","19321","15179","25176","15603","39443","9089","30353","7558","18630","7261","16639","5320","15226","2331","9686","379","3170","1","19","0","0","0","0","20221003"
"202209","7호선","내방","6","0","2032","1441","7060","10165","18756","23659","28239","79246","20111","44438","14690","19577","14414","14484","16250","15034","17348","16469","18202","15144","20349","15625","24982","17397","37605","22981","66409","30343","25188","20450","17596","12091","16719","10392","12069","9253","4128","6225","665","2852","3","146","0","0","0","0","20221003"
"202209","7호선","노원","35","1","6475","2110","14827","7137","37712","17785","41035","42624","27401","40068","26116","29778","28841","28489","30963","31122","31205","35052","32999","34116","36260","36340","39391","39791","40850","46496","44425","58503","28556","48863","26900","23921","21538","19485","21563","16678","7465","12013","1162","4087","13","26","0","0","0","0","20221003"
"202209","7호선","논현","34","1","2505","1172","4221","14959","8629","39814","13721","101137","11545","87515","10718","33031","11889","20256","13967","18758","15454","19983","19204","18724","24034","17518","29601","19828","53770","23512","92280","32088","48585","18122","31327","10476","33344","9149","31465","6981","16468","5010","2905","2021","4","12","0","1","0","0","20221003"
"202209","7호선","대림(구로구청)","56","1","10851","940","8453","3538","14753","6576","21388","17370","17070","13120","12462","15847","12400","17300","13657","14821","14391","13968","15642","13823","15923","15276","16022","17623","17200","22901","18799","23513","13055","16202","10054","10759","8518","12057","6506","10193","3527","5212","422","1252","8","9","0","0","0","0","20221003"
"202209","7호선","도봉산","62","1","4984","1003","17541","5385","48866","8463","40724","16418","20809","17007","12900","15871","11346","12629","12480","12624","11581","12830","11067","12011","13153","14573","16265","17322","14670","21891","12370","33349","6717","37922","3978","21989","3146","18706","2293","17344","847","11660","118","4698","3","174","0","4","0","0","20221003"
"202209","7호선","뚝섬유원지","12","0","5256","586","9510","4011","21968","6980","29789","13150","20347","10117","11702","8416","10668","9622","10351","12279","10645","15272","10933","17429","13143","21291","16621","27004","19229","34183","20794","46960","21457","32595","24402","19670","30649","16184","27295","12776","13677","6207","1632","1904","13","11","0","0","0","0","20221003"
"202209","7호선","마들","29","1","9909","1115","24907","2964","63512","7925","61407","11099","30252","9769","20736","9122","18297","10674","19368","11916","17084","13269","15240","14985","16129","18089","15420","22685","13468","28471","12756","42942","7427","45191","5415","24457","3660","20929","3055","20814","1254","13317","145","4213","3","22","0","0","0","0","20221003"
"202209","7호선","먹골","5","0","7424","698","13172","2926","34341","5642","44617","14804","24767","9203","16327","8257","14704","9245","15256","10602","13969","11401","12535","11799","12807","14923","13863","18975","14248","23791","14469","36371","9377","31940","6760","18733","5642","16592","4205","15411","1872","9120","323","2933","1","144","0","0","0","0","20221003"
"202209","7호선","면목","80","2","12088","823","23074","5960","55585","8748","69520","29666","38113","19427","23614","15099","20786","13356","22093","16783","20893","17829","18880","16970","20477","22083","24568","30029","22829","35387","20987","52292","16203","46138","9922","26658","7788","23475","5773","22769","2170","12893","295","4470","4","11","0","0","0","0","20221003"
"202209","7호선","반포","4","0","913","1041","2720","8680","7730","11877","11553","19380","8297","15696","6438","9010","6427","8927","7213","8816","8164","9102","8610","8311","10455","8693","15720","9200","16162","9959","16820","12514","11796","7765","9469","4716","9614","3842","6983","3935","2412","2230","354","667","1","0","0","0","0","0","20221003"
"202209","7호선","보라매","9","1","4302","793","6934","3228","18383","10222","26565","25415","16035","9733","9765","8246","9516","7192","9557","8211","9541","8287","9000","8524","10202","9490","12820","11519","13847","15871","20419","24542","8705","18353","7372","11118","6656","10081","5170","9077","2130","5985","381","2412","3","34","0","0","0","0","20221003"
"202209","7호선","부천시청","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20221003"
"202209","7호선","사가정","24","0","10859","1580","21862","6432","54758","11325","68145","24250","40126","16588","24731","14754","21531","15029","22947","16411","21274","18495","19779","18822","19645","25003","22046","30847","24405","39303","23699","60174","16863","49402","11875","28531","9834","25480","7431","22196","3896","13095","619","4430","1","11","0","0","0","0","20221003"
"202209","7호선","상도","4","0","4931","1759","12251","5034","32965","8286","43933","25074","26708","16601","16814","18454","15311","14647","16692","14101","16704","14458","15763","15958","17944","15345","21824","18909","23074","24730","23469","40960","12549","27652","10638","18288","10879","16054","9077","16298","4612","11151","930","3147","5","12","0","0","0","0","20221003"
"202209","7호선","상봉(시외버스터미널)","436","7","10489","1487","19112","7959","51217","12575","71414","27102","35321","18633","22039","14710","19887","15008","21419","16908","20797","18615","20051","18191","20514","21638","25226","26576","27456","35773","31373","59345","21646","51162","15682","28768","14174","24122","11191","24071","5422","15337","911","7475","3","45","0","0","0","0","20221003"
"202209","7호선","수락산","53","4","8914","777","20476","5372","48075","8359","47056","17667","28339","17112","19912","15892","17837","15000","18733","16326","19573","14353","18655","14878","19197","18713","20318","22562","20122","27378","19413","39415","11950","41578","8105","23793","6218","19544","4198","17887","1919","11659","272","4341","4","19","0","1","0","0","20221003"
"202209","7호선","숭실대입구(살피재)","10","1","5975","759","12391","3917","37309","8141","48857","29723","29387","21034","19834","34477","18998","21867","19073","18383","21213","22650","23167","21977","22407","20729","32956","25685","31553","32489","24486","49212","15601","36590","13389","22299","13790","19306","16684","19629","9837","13306","1959","4167","1","15","0","0","0","0","20221003"
"202209","7호선","신대방삼거리","37","0","10166","819","18269","4705","51707","9448","73853","17502","42095","14364","23717","12512","20273","12609","21352","13962","19185","15210","17414","17148","16851","20700","19616","25389","18553","34874","20451","57429","11930","43453","9795","26472","7849","24092","6918","21003","3299","14361","509","5504","2","11","0","0","0","0","20221003"
"202209","7호선","신중동","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20221003"
"202209","7호선","신풍","138","5","11811","1332","15498","5101","40689","11298","50174","18795","29634","11759","17674","10017","14952","10313","15536","10755","14660","11916","13227","12326","13494","15538","16416","19797","17005","27311","17404","40301","10562","29418","6940","18204","6012","16819","4558","15832","1926","9314","393","3032","3","417","0","9","0","0","20221003"
"202209","7호선","어린이대공원(세종대)","6","0","3188","928","7458","7701","19623","16110","32657","76537","24001","43535","16477","45724","19772","36367","22011","26596","26048","33494","31028","28461","33552","21622","46322","22374","55884","25442","52018","33147","28333","24463","21150","15711","20487","13864","17460","14454","9177","10700","1780","3104","2","9","0","1","0","0","20221003"
"202209","7호선","온수(성공회대입구)","179","2","6837","922","16124","3697","45675","10445","50888","18454","22464","15897","12736","7824","11384","7496","12126","9055","11283","10305","10370","9302","11900","10929","18979","14120","17572","21483","13545","37278","6667","29396","4647","17120","4178","14778","3217","13211","1534","8965","299","4835","3","1083","0","1","0","0","20221003"
"202209","7호선","용마산(용마폭포공원)","3","0","4983","597","10009","2055","23076","4014","28471","10331","16094","6552","9196","5722","8339","5105","8208","6008","7979","6850","6758","7133","7062","9300","7832","10847","7767","13748","7946","20285","4812","17670","3043","10764","2394","10455","1642","9272","929","5709","146","1885","1","2","0","0","0","0","20221003"
"202209","7호선","이수","25","0","4417","1174","8910","8317","26672","13794","42472","39671","28755","26514","18791","18501","18349","17419","19752","17624","21476","19845","21777","19155","22166","21632","26009","26381","30556","35425","40516","52145","23840","35348","21702","18516","23398","14762","21067","13668","11581","8726","1861","2856","10","29","0","0","0","0","20221003"
"202209","7호선","장승배기","12","0","5900","1177","10973","4252","26036","7837","37861","16959","23335","10881","14914","9561","13336","9641","13057","10321","13420","10866","11897","11207","11701","13738","13197","16531","13093","19884","14912","30702","7867","22366","6324","14030","6078","12450","5195","11622","1884","7749","407","2799","3","19","0","0","0","0","20221003"
"202209","7호선","장암","4","1","1633","182","6398","1457","15722","1242","9419","1665","4102","2250","2242","2168","2086","1846","2404","1987","2313","1607","2764","1302","3287","1395","3758","1387","3727","1698","2911","2991","1659","2804","1134","1627","704","771","374","815","134","535","12","267","0","2","0","0","0","0","20221003"
"202209","7호선","중계","8","1","8982","2000","23019","4840","60589","16731","61954","26155","33697","12819","22267","10567","19755","11178","22936","13525","19681","14704","16003","14600","18066","17479","22474","20916","21104","28587","17736","42348","10271","42918","7066","24076","6325","21409","6140","19810","1919","13191","345","3971","0","14","0","0","0","0","20221003"
"202209","7호선","중곡","3","0","5875","707","12727","4269","31464","15758","43684","28481","26638","13347","15961","8945","13872","8456","14439","9754","13981","10587","12476","11459","13398","14246","19706","16422","20575","21255","21677","32190","12078","26872","7664","15734","6546","14971","4699","13305","1689","7755","292","2565","3","12","0","0","0","0","20221003"
"202209","7호선","중화","25","0","8183","940","14876","4309","36410","8155","44516","22805","24935","10810","15492","8915","14169","9314","15693","10740","14012","10702","12270","11986","12159","15145","14829","18938","16777","23613","18262","35138","10949","31081","7002","18214","5825","16186","4339","15482","2025","9912","303","3095","0","65","0","0","0","0","20221003"
"202209","7호선","천왕","12","0","7456","846","17176","5162","52222","9284","56934","14970","30695","8647","17260","6858","14094","7997","14551","10240","13529","10966","11831","11936","12028","14648","14377","19435","13931","27430","13872","44437","7505","37064","5159","20480","4050","17453","3008","15156","1138","10213","197","2849","1","164","0","0","0","0","20221003"
"202209","7호선","철산","31","0","9911","3231","28874","8479","84401","16293","85564","32103","47811","24757","31125","19594","28061","18653","28947","20982","26448","24445","24399","24862","25090","29420","28403","38141","32883","58628","34824","89888","19810","67534","17106","36754","16577","32406","13846","30120","6266","19657","943","6239","5","17","0","0","0","0","20221003"
"202209","7호선","청담","43","0","2558","3717","6388","24281","11093","57954","15115","145742","12848","93130","11856","34171","14464","22311","17380","20420","18558","22714","22568","19617","30114","17447","39749","18282","62496","20644","109090","21800","51229","15574","29692","9181","27575","8163","23028","6206","6480","3713","893","2351","0","8","0","0","0","0","20221003"
"202209","7호선","태릉입구","169","3","7089","1137","8577","4514","21733","8114","26579","20634","17450","14483","12802","10309","11711","13013","12888","10102","13430","11121","14022","11277","15819","11748","17715","14449","20639","17347","21166","23982","11815","21434","8602","13443","7532","12379","6061","11882","2670","7564","428","3471","3","1198","0","0","0","0","20221003"
"202209","7호선","하계","11","0","8045","1266","24223","6377","68041","15678","69707","25783","38649","19985","27010","15020","25568","16049","26392","19541","24032","22552","22961","21711","26153","24585","31313","28659","29016","36087","25337","53359","13687","51601","11444","28681","9772","25684","7659","24390","2515","16456","385","5173","2","15","0","0","0","0","20221003"
"202209","7호선","학동","6","0","1800","1319","4549","23725","8405","51658","11015","170609","10098","132113","10383","50704","12933","26065","16756","20189","19440","23730","24918","20368","32944","17211","41818","17356","76988","18197","150479","19077","70894","11630","34982","7304","31354","6860","23103","4796","8759","3397","1448","1273","1","4","0","0","0","0","20221003"
"202209","8호선","가락시장","61","0","2785","2498","4970","6506","10400","13613","12201","36362","9625","16483","9618","11505","10409","10405","9985","10262","10139","10725","11268","10303","12595","10704","13391","12168","18153","14983","26109","19471","11116","13931","9789","8279","9519","7869","7696","5981","3718","3674","671","1767","4","429","0","1","0","0","20221003"
"202209","8호선","강동구청","16","2","4678","960","11407","5138","30396","13950","39917","32017","22592","13028","14507","9390","12979","9615","13197","10425","12919","12035","12549","12038","12923","14447","15133","17114","18522","21468","25175","34298","9957","23975","6915","14818","6102","13766","4422","11983","1516","7076","308","2371","0","8","0","0","0","0","20221003"
"202209","8호선","남위례","5","1","1061","600","5052","2593","16802","6100","19544","18656","10701","8902","7272","5029","6354","4840","7018","5774","7259","6753","6951","6339","8075","7458","9982","9970","13182","13366","14871","19932","6566","15127","4991","7990","5150","7796","4044","7442","1727","4833","474","1614","0","4","0","0","0","0","20221003"
"202209","8호선","남한산성입구(성남법원.검찰청)","39","1","10724","1362","20162","5030","50446","10604","66096","29896","32189","27187","20954","13875","18606","10961","21473","13533","18717","15467","17433","13321","19806","16900","25560","21953","26698","28065","23099","44881","11320","34983","7794","22270","6203","21287","4430","19330","1581","10954","264","4083","0","16","0","0","0","0","20221003"
"202209","8호선","단대오거리","17","0","7707","1488","14772","6419","35256","11214","42365","22276","22818","11539","15458","8529","13767","8642","15470","10116","14695","11086","12668","11414","14175","14812","18922","19863","20909","23242","21846","36175","10650","28383","7173","16757","5611","15592","3683","15199","1454","9350","295","2838","1","19","0","0","0","0","20221003"
"202209","8호선","모란","18","1","2171","561","2728","3421","8350","4706","11164","9734","6666","6319","6323","5932","7423","6363","8420","6468","8406","6599","8576","6345","9715","6720","12772","7718","10641","8347","11093","10377","6184","6393","4349","4017","4182","3697","3578","3342","1967","2021","472","1287","1","302","0","0","0","0","20221003"
"202209","8호선","몽촌토성(평화의문)","1","0","1376","1420","3708","6259","11588","9028","17120","23447","9930","13902","6930","8710","7069","9087","7980","8356","8381","9084","8688","8493","9931","9071","12883","10196","16481","12467","20552","16618","9924","12724","7500","7257","8334","6233","7632","5617","2533","3297","433","1025","1","2","0","0","0","0","20221003"
"202209","8호선","문정","4","1","1886","3042","6404","13265","21319","49150","30893","158963","18040","71588","14518","25628","16008","17657","18445","16113","20635","19047","23601","17004","26832","16957","32043","18751","73531","22488","114435","34315","37413","23748","24673","13305","21523","11630","16109","10788","5772","6485","907","1684","4","11","0","0","0","0","20221003"
"202209","8호선","복정","5","0","4727","2236","9549","7974","27469","10028","34160","16970","20623","12307","12889","8103","10167","6579","12043","8981","11140","7938","10292","8015","11796","9487","16427","13101","20757","18094","22736","27413","12981","20005","8265","12971","6553","11156","5409","10710","2139","5023","336","1155","1","1","0","1","0","0","20221003"
"202209","8호선","산성","28","0","3783","751","7361","3660","20924","3021","24156","9114","12474","5774","8431","5097","7182","4318","7773","4980","7357","5693","6842","5856","7896","7294","9253","9825","9004","12233","6995","20016","3419","16497","2148","10376","1899","9520","1202","8923","487","5132","118","1880","1","8","0","0","0","0","20221003"
"202209","8호선","석촌","1","0","2729","630","5975","3169","15146","8073","22413","20256","12780","16344","9398","11612","9701","11292","10549","12110","10238","13538","9906","12806","11313","13518","12672","15843","15506","20531","17137","27369","9923","18156","8842","11142","9207","9004","7472","7903","2960","5186","473","2013","2","46","0","0","0","0","20221003"
"202209","8호선","송파","2","0","2997","710","8310","5778","27012","9731","32495","17121","18722","10163","13368","7843","12360","7866","12905","9220","12205","10736","10724","10945","12650","12931","16256","15239","14108","20030","15893","27852","8772","21619","5962","11795","4695","11262","3574","10520","1379","5993","252","1725","0","194","0","0","0","0","20221003"
"202209","8호선","수진","3","0","3935","555","6587","2595","15990","3537","21568","11790","11407","5469","8234","5175","7253","5291","8472","5938","7863","7023","6661","7056","8073","8428","10751","9202","10070","10882","8339","14896","4729","11521","3294","7550","2627","7145","1954","6181","700","4270","143","1117","1","170","0","0","0","0","20221003"
"202209","8호선","신흥","2","0","3342","333","4958","2027","11456","3432","14851","6743","8542","4324","5876","4588","5676","4779","5983","5983","6072","7290","6125","7232","6936","8066","8449","9957","8545","10881","8102","15135","4429","12543","3527","7434","2700","6611","1814","5666","762","3511","109","975","1","131","0","0","0","0","20221003"
"202209","8호선","암사","51","0","13730","825","27704","4985","79853","9556","100679","19719","48750","14074","27418","11656","23265","13292","24629","16125","23021","17659","19894","19530","18455","25169","20393","30822","22072","42615","23099","65825","13162","55743","9551","30831","7416","25146","5004","26953","1859","14893","297","3949","2","627","0","0","0","0","20221003"
"202209","8호선","잠실(송파구청)","11","0","1361","2184","4038","9636","8546","29567","12546","72751","9227","40095","9237","28727","11711","29051","14821","28818","18027","28819","21720","27616","27493","28110","32549","29837","43674","35175","60620","40660","35367","20941","32117","11108","31410","7601","23868","6126","8160","3579","1319","1270","6","39","0","0","0","0","20221003"
"202209","8호선","장지","5","0","6084","2724","15912","11313","44954","25190","54758","45026","30497","28484","20275","17653","17454","18636","19078","21138","20124","18635","19973","20914","22627","22940","30099","27226","40955","31777","44997","47751","24434","33979","21235","19505","16837","15707","9688","16606","3796","9286","573","2279","8","5","0","0","0","0","20221003"
"202209","8호선","천호(풍납토성)","63","1","10177","1801","16110","10121","38842","13378","53595","26657","30086","22360","18399","16610","17559","17157","18783","19149","19318","20825","18421","21811","19933","26193","22973","30957","27410","43270","28318","62105","18345","45162","15517","24974","11976","22628","9111","19468","4148","11518","820","4018","4","251","0","0","0","0","20221003"
"202209","9호선","가양","63","0","15079","1484","25475","8430","73228","27147","76755","47895","42694","27396","30904","18119","29268","18307","30824","19905","28041","23035","26332","23721","27691","27473","32936","34304","39165","42616","46353","67238","20589","57647","14682","34141","12266","32569","8928","28686","3623","18744","444","6105","2","146","0","0","0","0","20221003"
"202209","9호선","개화","2","0","1727","168","6521","2773","14312","3268","8989","5431","3679","2769","2487","2143","2411","2287","2311","2052","2206","2037","2531","1840","2821","2465","4296","2136","5758","3171","5939","6232","2757","4908","1550","2892","1617","1883","463","1527","200","1068","54","519","7","65","4","4","0","0","20221003"
"202209","9호선","고속터미널","16","0","2044","1469","5069","15693","15729","20462","21037","29383","18256","30893","15862","32639","17950","33312","20764","33839","22915","36030","25609","37642","29294","39662","33328","45032","37314","48834","36660","56450","32386","37206","33070","23399","27075","19478","23605","19345","9232","10787","1095","1590","11","7","0","0","1","0","20221003"
"202209","9호선","공항시장","9","0","3247","169","4495","1153","10038","1952","10882","3943","6249","3121","4616","3035","4314","3270","4717","3625","4244","4065","4015","3935","4147","4874","4329","6437","4502","7566","4005","10654","2687","9730","2338","6008","1865","5382","1303","4949","662","3644","120","1324","1","11","0","0","0","0","20221003"
"202209","9호선","구반포","1","0","223","170","566","2274","1280","2785","2170","4337","1302","3179","1060","1728","1213","1705","1465","1918","1658","2097","2235","1426","2296","1572","3646","1503","3806","1778","4196","2653","2015","1610","1433","713","986","710","925","583","284","435","61","192","0","3","0","0","0","0","20221003"
"202209","9호선","국회의사당","1","0","792","1667","1905","9152","3987","42301","6969","142952","6016","71986","7044","24187","11414","18154","14431","16535","16626","18066","20856","14414","22904","10574","31083","10008","68612","12126","102016","11880","33848","7007","22339","4325","19888","3155","12933","2779","5333","1905","904","543","0","3","0","0","0","0","20221003"
"202209","9호선","김포공항","5","0","1205","1477","2699","12159","6776","19553","9039","23767","8389","18282","8058","19971","10598","21948","12033","22421","13737","21758","14303","21347","16671","21925","16162","25508","18752","27189","21614","28596","15264","18457","14657","7790","13883","3875","9742","2953","1503","1998","99","1112","0","12","0","0","0","0","20221003"
"202209","9호선","노들","9","1","3711","267","5690","1421","16442","2606","21060","4581","12137","3587","8085","3722","6841","3604","6895","4276","6781","4670","5818","5453","5850","7480","6631","8541","6802","10161","6839","16531","4915","11546","3626","7106","3115","6650","3026","6047","1205","4198","199","1000","0","11","0","0","0","0","20221003"
"202209","9호선","노량진","343","2","15741","2055","24165","13875","62735","40916","89453","70327","49765","36681","31847","26898","30481","26677","34265","31352","38946","34530","32866","30359","33681","34776","38755","42365","48022","58131","56609","88609","31363","56835","30330","38452","35761","36666","38372","36238","12541","22784","1286","5389","5","13","0","1","0","0","20221003"
"202209","9호선","당산","105","2","8416","1412","17171","6459","51318","15586","61011","42361","34781","23130","25691","16717","24572","17930","26586","20214","24904","22157","23549","21990","23998","25261","27374","30356","34677","46165","45449","65558","23686","49179","19214","31692","18905","30444","16576","30172","8132","21070","1369","5159","3","258","0","0","0","0","20221003"
"202209","9호선","동작(현충원)","7","0","942","230","1643","1477","5093","1727","6060","3292","4030","3024","2903","2953","3849","2625","3975","2347","3539","2365","3408","2582","3579","2400","4125","2410","3899","2926","4080","4072","2011","2846","1511","1705","1408","1763","1179","1898","570","1349","84","733","2","229","0","0","0","0","20221003"
"202209","9호선","등촌","17","0","5215","750","14637","3154","43854","6712","55056","17407","24025","11083","16846","9382","16194","10617","16549","11989","15190","12805","14032","13596","13904","16702","15281","19506","15425","25297","18813","40822","8860","35004","6400","19858","5379","15069","4249","14352","1806","10365","347","2799","5","16","0","0","0","0","20221003"
"202209","9호선","마곡나루(서울식물원)","1","0","3950","1137","10489","7627","30385","17416","30446","47562","14748","20967","11178","12259","11499","10729","13175","10996","14001","11928","14061","12385","16113","13310","20197","15187","33365","23943","41151","34976","18161","30064","14661","16585","14624","14487","12390","14116","6346","9452","869","3729","3","135","0","1","0","0","20221003"
"202209","9호선","사평","1","0","820","168","3082","1685","11104","4870","13744","7328","7903","3429","5770","3134","4994","3690","5591","4256","5213","5091","4948","5239","5568","5657","7931","7180","7343","9114","7779","11213","4561","8822","2937","5157","2125","5034","1931","5076","667","2753","104","750","0","3","0","0","0","0","20221003"
"202209","9호선","샛강","5","0","998","1108","2329","3880","4699","15261","6035","35482","4750","13603","4661","7942","5617","7318","6106","6403","6987","6518","7689","6592","9008","6016","10961","6868","19676","9518","30016","12386","11234","6960","8737","3866","8317","3249","6634","3054","3922","1936","854","900","6","8","0","0","0","0","20221003"
"202209","9호선","선유도","0","0","1756","1325","5712","4835","21444","14436","25471","41020","12099","17343","7771","7263","8224","7256","8860","7230","8548","7739","8441","8126","10040","8602","13538","10120","24336","12383","35383","20374","12953","15061","7607","8421","6197","7674","5042","6927","1882","4687","269","1546","0","7","0","0","0","0","20221003"
"202209","9호선","신논현","59","0","4052","1357","12214","12939","31541","37995","42374","83671","28123","88922","25042","47820","28635","38420","34596","37789","38024","42090","40382","40463","46410","39113","57309","47497","76936","61854","100619","90620","69909","52821","52691","28262","55773","24869","52059","22922","27737","14021","4577","3016","14","516","0","0","0","0","20221003"
