"사용월","호선명","지하철역","04시-05시 승차인원","04시-05시 하차인원","05시-06시 승차인원","05시-06시 하차인원","06시-07시 승차인원","06시-07시 하차인원","07시-08시 승차인원","07시-08시 하차인원","08시-09시 승차인원","08시-09시 하차인원","09시-10시 승차인원","09시-10시 하차인원","10시-11시 승차인원","10시-11시 하차인원","11시-12시 승차인원","11시-12시 하차인원","12시-13시 승차인원","12시-13시 하차인원","13시-14시 승차인원","13시-14시 하차인원","14시-15시 승차인원","14시-15시 하차인원","15시-16시 승차인원","15시-16시 하차인원","16시-17시 승차인원","16시-17시 하차인원","17시-18시 승차인원","17시-18시 하차인원","18시-19시 승차인원","18시-19시 하차인원","19시-20시 승차인원","19시-20시 하차인원","20시-21시 승차인원","20시-21시 하차인원","21시-22시 승차인원","21시-22시 하차인원","22시-23시 승차인원","22시-23시 하차인원","23시-24시 승차인원","23시-24시 하차인원","00시-01시 승차인원","00시-01시 하차인원","01시-02시 승차인원","01시-02시 하차인원","02시-03시 승차인원","02시-03시 하차인원","03시-04시 승차인원","03시-04시 하차인원","작업일자"
"202211","1호선","동대문","728","4","10942","1871","8782","6391","14368","11493","20005","21825","18561","22349","16489","22100","17748","24527","21937","24545","23613","22454","25927","22437","25629","20722","26816","19605","26128","19879","23037","20137","16089","19091","13946","12598","12552","10865","9395","9671","4294","7946","518","2191","5","206","0","1","0","0","20221203"
"202211","1호선","동묘앞","205","4","3082","1052","3731","4674","6555","8851","11419","21633","9128","18442","9552","20527","14547","27386","20939","30683","28912","36196","33290","31225","34587","26475","37125","18754","32606","13300","18340","9948","8225","7514","5269","5419","4702","5452","2974","5716","1230","3580","89","1322","2","332","0","1","0","0","20221203"
"202211","1호선","서울역","698","24","8634","8662","13165","49665","42055","109445","71945","219435","60879","160791","60399","81565","74517","68982","83151","78481","81548","80147","70349","70094","93684","76834","112072","79378","170309","94895","219294","97723","115786","64928","81732","45433","80679","40098","53607","28157","22735","13413","2321","2639","2","192","0","0","0","0","20221203"
"202211","1호선","시청","121","0","2050","4369","3391","23225","7286","68121","9263","195016","11983","101983","13690","45320","20915","43246","22586","42218","29024","40984","38273","34329","51661","30877","64677","31031","98843","32109","168144","27858","64005","12939","54614","8135","48886","7653","30884","5318","10081","3194","872","850","1","26","0","0","0","0","20221203"
"202211","1호선","신설동","372","15","9256","2278","9260","8707","20784","24027","31812","57914","20507","33623","17713","21667","19169","19347","20681","18233","22633","19459","22542","18497","24739","19395","31359","21021","39934","24193","52682","30189","20193","20965","14002","13846","12248","13169","8512","11142","3316","7874","370","2070","1","6","0","0","0","0","20221203"
"202211","1호선","제기동","401","6","5057","1965","8472","8415","22686","19220","34488","39385","23972","31627","24973","36561","32875","43709","38785","46339","41118","50161","44579","46243","49253","38479","47477","32283","42820","26443","37450","27094","17710","18641","11758","12011","8681","11002","5385","10296","2093","6282","180","1364","0","1","0","0","0","0","20221203"
"202211","1호선","종각","87","0","3481","4532","3914","23272","6392","100450","10554","246340","13060","156591","18042","64612","26260","57809","33012","50865","42221","50496","52554","42424","67230","38618","78303","38446","147670","47053","214615","52080","91069","25191","79029","12074","85961","8689","62883","5819","28210","3809","1995","811","2","12","0","0","0","0","20221203"
"202211","1호선","종로3가","156","12","3723","3227","3770","13951","5123","25473","9605","71269","13688","67502","19326","57986","29385","64795","41509","66384","49488","63846","59472","55808","70969","45764","76998","41269","89731","40625","102255","42615","58937","21189","46725","10151","49382","8464","37550","6028","16573","3953","1924","1662","1","40","0","0","0","0","20221203"
"202211","1호선","종로5가","30","0","1717","3734","2839","14822","5566","41443","9048","98209","12463","66718","19588","55236","29924","56611","38953","54972","47706","50993","55151","48583","61448","41129","65393","36436","88693","33428","97213","31321","49417","15653","34641","8025","31335","5847","20677","4475","7175","2651","367","759","2","15","0","0","0","0","20221203"
"202211","1호선","청량리(서울시립대입구)","973","12","11433","4054","15224","22424","37955","17368","48751","36502","30630","34571","28548","36311","34089","40627","38629","40679","41287","44922","43026","45103","47880","44517","56462","40469","51356","40680","40502","47803","21172","31876","16788","18675","13114","17107","7981","15183","2979","9009","209","3248","4","12","1","2","0","0","20221203"
"202211","2호선","강남","151","5","8810","11865","17736","51686","38918","144907","66156","302863","53464","306346","51661","147840","65394","101758","80295","96728","95776","111687","106081","97392","133165","95119","154649","104286","246509","137712","312783","183090","204938","108716","159256","56569","179649","45117","160046","37129","74537","22095","16237","7051","12","89","0","0","0","0","20221203"
"202211","2호선","강변(동서울터미널)","30","2","9381","2356","27244","22489","80474","25255","124195","46228","88215","39283","66627","36752","56056","34518","53190","40267","49506","45324","45945","49331","48069","59924","51054","66580","57313","84152","62823","116096","44308","81191","36838","53714","29017","44154","18863","40214","7216","20943","1116","5978","2","96","0","0","0","0","20221203"
"202211","2호선","건대입구","336","18","15664","1555","21608","16250","53361","25645","97587","67042","65395","53002","39228","44665","37601","47097","44594","54058","48577","58087","50422","57362","54687","63739","64278","77004","76293","107909","88129","160187","64036","108040","64857","61503","70747","57551","70153","50751","40944","29452","8378","10863","10","1068","0","0","0","0","20221203"
"202211","2호선","교대(법원.검찰청)","34","2","2780","6847","11948","27174","26237","54823","40473","159411","33005","149203","30071","70374","34950","59487","38818","53596","46085","56540","53934","50930","59846","48728","63856","52520","104941","68387","143067","81427","69042","45651","57756","25555","57666","23193","44537","20475","16918","11074","3895","3663","1","11","1","0","0","0","20221203"
"202211","2호선","구로디지털단지","307","14","38619","5078","53287","20225","143582","78999","195281","244414","119046","150383","68004","61417","61104","44788","64082","48584","65998","57389","59585","57625","63812","67292","78203","81925","136885","112775","225890","172085","105980","141159","66475","84981","54872","86062","40971","80606","18217","44635","3630","13835","5","236","0","0","0","0","20221203"
"202211","2호선","구의(광진구청)","66","4","13800","1895","26597","17455","70065","15515","122263","38585","72672","25232","37025","20395","30925","19950","31116","22709","30300","26123","28328","27422","28726","35224","36762","42162","38045","58716","43195","98880","23070","70376","17684","43778","16155","42587","14893","38905","7637","21487","1622","7456","3","158","1","0","0","0","20221203"
"202211","2호선","낙성대(강감찬)","29","2","11496","2340","27536","10167","86892","20083","134429","41033","85128","34159","45204","28015","37316","23727","40158","27256","38989","29900","34887","31139","35464","37233","42107","43758","47346","61335","50770","105349","28843","90907","22886","56809","21303","53959","15856","54170","8155","31980","1849","10232","1","101","0","0","0","0","20221203"
"202211","2호선","당산","21","7","6640","3039","17077","12916","47534","29882","59927","79459","38344","37698","25805","19321","23726","18155","24869","21108","24273","23345","22246","23494","23196","28181","28635","34976","42977","51112","61547","80563","26700","52595","20187","32901","19843","32820","17183","29073","7641","18564","1447","5409","3","123","0","0","0","0","20221203"
"202211","2호선","대림(구로구청)","787","38","32834","3538","31395","10330","68220","22871","97645","57415","64707","34809","37381","29849","32293","31551","34385","31124","33802","33426","31316","32973","32312","40724","37192","50307","45332","62952","53245","72070","26274","55669","19526","38228","15250","46926","10474","44205","5142","20353","904","5953","4","206","0","0","0","0","20221203"
"202211","2호선","도림천","1","1","250","408","1226","1007","3694","3933","3739","6270","2316","2572","1971","1486","1647","1231","2191","1948","1631","1689","1929","1769","2214","1615","3421","1882","3137","2149","3822","3317","1583","2795","934","1691","807","1425","494","1097","184","850","37","334","0","6","1","1","0","0","20221203"
"202211","2호선","동대문역사문화공원(DDP)","281","1","5460","1251","4476","7961","7330","20995","12665","52489","12149","33957","13276","28158","16257","28507","19641","27881","22495","27903","25541","28107","30394","25754","37621","24418","44296","26891","46337","31120","26969","26654","20650","18049","22136","15191","15434","13135","7747","8507","1640","3465","1","150","0","0","0","0","20221203"
"202211","2호선","뚝섬","7","1","3189","2371","8000","16265","18622","37614","26029","139989","18048","94846","14716","42416","16042","32391","19532","32465","24038","34114","27963","31225","35284","31751","45951","33373","75016","37183","134015","45946","63127","26100","41241","13763","39169","12274","26236","10724","10032","6958","1792","2553","5","102","0","0","0","0","20221203"
"202211","2호선","문래","3","0","4110","1968","13613","11127","44883","35743","52656","126568","29825","63740","20534","27040","20638","22356","24661","24514","25032","25968","25032","24166","27686","26249","34850","30816","59516","40204","108802","60572","37721","41593","25872","21926","26800","20072","20640","16692","9986","10164","2143","3546","2","104","0","0","0","0","20221203"
"202211","2호선","방배","7","1","2464","2715","8932","11520","23158","27154","33194","80057","26947","60915","20629","34444","21647","26738","23290","28479","26331","27024","29913","26136","33833","25324","41139","26814","50676","34432","71019","40719","31908","28220","25259","17278","24343","16143","19189","15572","7477","9128","1763","2860","0","8","0","0","0","0","20221203"
"202211","2호선","봉천","61","1","15060","1467","27972","6680","84592","11922","128661","27235","76228","21518","41950","19389","33534","21207","36126","22373","35146","24870","29622","28192","28570","36852","30896","42999","30884","56201","33082","88560","19046","76058","15561","44753","13484","43179","9946","39624","4071","23577","891","8172","3","365","0","0","0","0","20221203"
"202211","2호선","사당","125","2","12642","4167","26823","35391","78302","49756","108292","73307","81229","55438","49449","45604","44347","53044","51793","55531","53091","52210","56440","52021","59349","64156","64165","84010","78368","124490","97904","176769","67259","120053","64286","70461","70076","65382","64152","60371","34386","36558","6454","11843","8","689","0","0","0","0","20221203"
"202211","2호선","삼성(무역센터)","215","0","4835","5613","7164","42592","14320","134878","21062","349248","21957","257718","25116","117372","37194","85471","47298","75092","62433","82069","76350","69885","98464","59917","126960","59198","228794","64488","318212","66864","158684","35180","117948","17282","99086","14816","63013","11434","17891","6193","2975","3585","0","1293","0","0","0","0","20221203"
"202211","2호선","상왕십리","44","0","5743","570","13554","5803","40956","12552","69640","32694","37896","18280","22193","13113","19141","12627","21268","14336","19688","16203","18473","17624","19184","20573","21330","25980","25932","35332","27551","55161","17477","36188","12031","22857","10199","22194","7079","20119","2775","12230","568","4451","0","34","0","0","0","0","20221203"
"202211","2호선","서울대입구(관악구청)","4439","25","28703","2612","42653","14713","129883","29694","186704","67130","125350","65984","70567","54883","59405","44449","66809","51202","66808","57271","62218","56759","66712","65475","74743","78459","87746","109016","92655","178491","55380","151451","47226","87543","47901","83411","42202","77981","21439","46956","4668","18265","3","3844","0","0","0","0","20221203"
"202211","2호선","서초","34","1","1905","5102","11785","21520","19571","52445","29858","117558","30280","97893","22359","44664","28519","32522","29057","24500","34497","27070","35840","25381","42228","21093","50334","22834","75295","27187","100077","28997","44944","18519","31091","10516","30469","10302","18524","9754","5931","5415","1090","1676","1","4","0","2","0","0","20221203"
"202211","2호선","선릉","159","3","4772","6356","10740","43612","21038","115010","35025","295929","33612","240134","38209","112048","48459","65319","58117","58746","65741","68234","76390","54806","97045","48359","125649","48952","202342","56063","303482","59608","147014","37197","92696","21440","89411","18708","72063","16225","26452","10004","5087","4360","4","234","0","0","0","0","20221203"
"202211","2호선","성수","57","4","5452","4298","9491","30346","23600","75889","34435","279348","24280","162219","21616","68497","24482","53880","29747","53939","36141","59062","43469","55922","52701","55900","69080","56963","133920","62908","253207","72551","112731","41940","76593","20409","71859","16263","50832","14609","20103","10466","3990","6037","6","1067","0","1","0","0","20221203"
"202211","2호선","시청","84","0","877","1799","2003","16759","5177","64257","8236","223496","11570","98623","15775","32641","22849","28357","22267","28093","27479","29853","35084","26545","42911","24196","51444","23200","103082","25454","177850","25169","62166","11861","47167","7280","42749","7269","25654","5834","9883","3580","2464","1313","3","56","0","0","0","0","20221203"
"202211","2호선","신답","10","0","1259","139","1859","569","6524","1000","12876","1881","5323","1030","2600","1154","2109","1232","2143","1389","2078","1574","1805","1939","1845","2784","1916","3819","2111","4898","2149","10575","1056","7178","633","3597","532","3753","520","2726","177","1945","34","593","0","3","0","0","0","0","20221203"
"202211","2호선","신당","41","1","6080","1045","11045","7805","27787","16564","48803","33056","29012","23075","19347","18512","18529","19067","21453","20737","22547","22410","22427","22039","22846","24159","27335","28788","31341","36727","33006","52704","21625","33236","17199","20387","15594","18749","12136","17233","6091","9958","1295","3919","2","32","0","0","0","0","20221203"
"202211","2호선","신대방","178","3","25601","1770","35729","9366","91637","16894","138629","28107","84829","19451","45298","17608","35915","17703","35929","20670","33926","24426","28675","28291","28341","38431","30580","46617","33393","63644","34439","96722","20539","84946","15320","54953","12803","57645","9213","55060","4489","29955","993","9107","7","216","0","0","0","0","20221203"
"202211","2호선","신도림","3937","22","34783","5117","51529","22152","141774","41657","155094","111584","99085","70904","62275","62769","58353","59390","65984","64261","68543","69987","68793","65150","72157","75635","82753","87784","104056","119611","125163","185793","72787","130034","60598","72622","62285","71992","51827","65015","20598","47230","3095","21526","8","2947","0","0","0","0","20221203"
"202211","2호선","신림","305","11","38991","4191","72689","18257","194887","28189","296345","47489","179254","45255","94228","40262","75920","43734","80487","49482","75698","57477","69022","63396","67400","81745","74640","99142","78411","138135","80841","236336","52725","212563","45600","127961","42807","121411","36630","110666","20163","68545","4938","22171","10","363","0","2","0","0","20221203"
"202211","2호선","신설동","39","1","1370","292","1552","1924","5064","4841","9438","12844","5606","8597","4601","7685","5739","7280","6473","6781","7383","7420","8390","6308","8889","5800","9530","5054","10874","5822","13046","7347","4471","5665","2878","3783","2704","3352","1906","3139","625","2200","136","844","0","210","0","0","0","0","20221203"
"202211","2호선","신정네거리","81","3","8754","1017","18821","3065","53034","4847","49706","11669","26483","8891","17446","7473","15309","8695","15871","9802","15033","12159","12210","12531","11368","17318","13164","22744","13364","30979","11771","49937","6744","37996","5039","20266","4496","20479","3255","16774","1281","10642","260","2984","1","294","0","3","0","0","20221203"
"202211","2호선","신촌","95","5","7430","2985","14742","15873","37503","36474","57449","89360","41076","99479","37495","72579","44235","62730","55488","66588","59832","71333","61551","63184","72029","58493","89221","65233","105219","88391","102740","122152","68344","78758","70522","43495","76423","39266","74294","32498","36353","22630","8669","7116","9","186","0","0","0","0","20221203"
"202211","2호선","아현","34","1","4802","914","10832","5797","29099","12368","41775","23629","25649","13735","17404","11582","16497","10532","17531","12594","16409","14318","15462","14934","16620","16305","23292","18278","21851","24624","20930","35036","12328","24966","9479","16734","7366","16303","5007","14325","2082","8352","456","2813","1","46","0","0","0","0","20221203"
"202211","2호선","양천구청","23","1","5023","885","12046","2120","35461","5029","33211","10602","18873","5471","12413","4595","10923","5123","10893","6884","9240","8666","8026","8998","7589","11244","8711","14038","9645","20329","9491","31306","4141","25709","2863","14344","2413","13383","2057","11143","693","7976","139","2653","0","66","0","1","0","0","20221203"
"202211","2호선","역삼","27","1","3583","7100","8484","39160","15391","144932","27423","375977","24259","329492","24889","136470","33484","69849","40673","59000","48947","64195","59239","51803","77813","46789","99189","43913","224138","55201","293931","62963","158565","37178","93210","21085","86047","17920","58656","15160","22229","8990","4506","3155","0","85","0","0","0","0","20221203"
"202211","2호선","영등포구청","45","1","5578","3369","12530","15022","39433","37596","50779","129023","30915","59146","23093","26660","23494","24930","26170","24637","27210","27264","28543","25904","31359","26168","37667","30487","55839","38750","106951","57233","36394","37713","27257","21639","25048","20023","18406","17594","8196","11133","1712","4414","0","145","0","0","0","0","20221203"
"202211","2호선","왕십리(성동구청)","931","3","7395","1115","10032","6993","26520","13461","50654","29839","30592","20044","20313","15597","20607","16232","22872","18715","23701","19560","23678","19777","26702","22248","32409","26736","37656","38225","39335","60282","25124","36620","24803","22023","28249","19868","27261","19093","15742","12343","3688","5518","4","55","0","0","0","0","20221203"
"202211","2호선","용답","1","0","2314","257","3295","1404","8390","1924","14592","4779","7392","7047","4905","4015","4455","3136","5046","3454","4972","4888","4533","3877","4946","4468","7129","6120","6182","7308","4510","11761","2689","7517","2091","4848","1483","5869","1327","5285","469","3244","124","1101","0","0","0","0","0","0","20221203"
"202211","2호선","용두(동대문구청)","34","1","1390","120","1571","951","5208","2437","10291","5679","4917","3774","3799","3207","3890","3489","3926","3303","4246","4314","4246","4297","4768","4648","4833","4401","4954","4853","5359","8368","2358","5447","1619","2966","1454","3018","889","2265","362","1521","56","580","5","11","0","1","0","0","20221203"
"202211","2호선","을지로3가","22","0","950","1875","2407","20712","6189","69741","11684","182699","14752","80989","17363","34752","21520","27711","23363","26074","26224","29064","30318","25454","35137","23915","44251","26338","92639","33073","147772","38070","57610","21716","42101","12326","45047","10239","37135","8431","20655","5430","3827","1534","2","65","0","0","0","0","20221203"
"202211","2호선","을지로4가","10","0","939","1572","1849","15031","4452","34565","9526","85205","10318","43789","12608","25776","16177","23802","17895","21976","20809","21621","23352","20510","26724","17979","33767","16311","60857","16063","71605","16370","29490","9585","16850","6464","14271","6605","9850","5703","4545","3686","888","1525","0","45","0","0","0","0","20221203"
"202211","2호선","을지로입구","95","1","2395","2579","3635","25953","10236","120691","18042","341978","23491","172099","28292","73093","37140","65492","42246","57102","52689","58209","61526","50152","74007","49610","87424","52052","162558","62614","290150","67267","122179","35852","109490","22434","79857","20687","55599","17294","21521","10261","3983","3452","3","809","0","0","0","0","20221203"
"202211","2호선","이대","51","0","3425","1012","8565","7496","26571","15699","37428","44060","23223","55557","17639","40471","19518","28276","30271","31925","27858","33839","27200","25772","36117","27212","40169","27489","52049","35333","45494","47594","26219","32533","23982","20835","24922","20933","17558","20864","6888","14610","1203","4345","3","121","0","0","0","0","20221203"
"202211","2호선","잠실(송파구청)","117","7","12700","4832","46804","33541","122638","80586","174174","186841","128338","176413","83631","114497","81297","112118","89340","107669","97054","111962","104017","113094","122521","125718","142610","142257","186587","185873","239924","241358","160168","157656","167597","95799","148642","88564","92712","78511","29169","42035","4599","10006","5","238","0","0","0","0","20221203"
"202211","2호선","잠실나루","35","0","3441","1826","11421","10500","39233","22323","51073","40752","32592","26348","25987","19524","24350","16945","24017","20493","21881","22613","23159","20837","25278","21142","29401","22330","37061","29087","30375","42332","14674","30150","11257","18801","8086","17961","6139","16764","2634","9214","393","2842","0","81","0","0","0","0","20221203"
"202211","2호선","잠실새내","55","1","5031","791","16978","8526","56275","17028","85779","28723","53078","30295","34578","25005","31422","26087","33360","29983","32326","33867","30137","34568","33594","39592","35004","46658","39736","63072","41707","89858","30407","60158","26906","36034","25751","31554","24259","28175","12632","15245","2853","5313","1","153","0","0","0","0","20221203"
"202211","2호선","종합운동장","11","1","1632","863","5626","9499","17054","22190","24207","29197","17179","15956","13856","14502","12664","14958","14957","20318","13696","16732","13090","13759","15796","15575","31520","14960","21557","22577","20933","32441","11407","23014","11422","10790","14987","10603","12700","9898","1687","5249","295","1638","1","147","0","1","0","0","20221203"
"202211","2호선","충정로(경기대입구)","53","0","3233","1016","6718","7485","15790","22385","23170","65321","15626","30497","10981","14492","12352","11599","12509","11405","13450","13208","14105","12625","14899","12649","19173","13993","31421","17894","50154","23153","15739","15743","10256","10212","9746","10062","7033","9083","3266","5768","815","2001","1","59","0","0","0","0","20221203"
"202211","2호선","한양대","15","2","1084","291","2547","6335","5413","14267","9540","65848","6751","58074","8648","54423","18191","20645","20155","40004","18358","28700","25205","23709","37700","19065","45605","13474","54918","15755","45811","20506","20031","9717","17667","6390","19897","5639","11606","5335","5655","3584","1464","1377","1","12","1","2","0","0","20221203"
"202211","2호선","합정","86","8","9302","3210","18073","15032","44314","33726","58305","97002","37849","89266","28356","51674","29805","48337","35081","50856","38988","57322","41908","52335","45849","53414","55599","62695","75361","84369","117411","118626","76472","80487","60645","41541","68825","34317","64077","29160","32043","19166","6557","7209","3","204","0","0","0","0","20221203"
"202211","2호선","홍대입구","820","10","23895","3827","29067","17492","64080","38473","84742","108623","60923","139484","50541","97604","56902","104019","66160","122787","76553","136025","83683","128942","102278","131260","132794","145904","160247","183431","185046","232335","142217","161953","141272","89985","170563","72677","165596","59400","83901","40871","13751","14533","9","1935","0","0","0","0","20221203"
"202211","3호선","가락시장","45","3","2875","416","6993","5702","20891","11605","23884","30806","17244","16535","14615","11259","13908","11554","13893","12044","13865","12626","13989","13056","14953","15108","16293","16497","21882","20106","29278","26913","12415","18522","10085","11557","8226","10118","5621","9358","2306","4958","325","1808","5","50","0","0","0","0","20221203"
"202211","3호선","경복궁(정부서울청사)","118","0","2367","1696","5838","13989","14403","40939","20750","133602","20432","99880","18993","69550","24018","61902","33094","53518","40743","53498","51148","45445","65924","38191","79310","33647","95893","35172","115195","38408","47871","24270","42420","12720","40869","11446","26488","10088","10170","5342","2448","1652","1","36","0","0","0","0","20221203"
"202211","3호선","경찰병원","29","1","2922","262","7372","3402","23386","8970","28229","27619","15804","16256","11608","9083","10424","7001","9832","8289","9558","10211","9727","8868","10637","9306","10862","10194","16592","15342","21115","23043","7190","17601","5679","10256","5087","9021","3018","8591","1022","5026","151","1354","0","12","0","0","0","0","20221203"
"202211","3호선","고속터미널","97","0","5057","4157","6916","34244","26353","50847","46943","78377","52196","96611","53051","93626","65650","99555","77041","93852","86027","95089","98019","99348","110320","104755","119822","103658","137723","110615","134252","117586","115856","71577","128412","43586","77157","35183","46087","24220","17354","11820","1852","2086","0","0","0","0","0","0","20221203"
"202211","3호선","교대(법원.검찰청)","81","1","1301","675","3779","7534","9969","19233","13992","51178","11862","40179","12298","18423","14985","12583","17463","11930","21498","12454","24879","10739","27094","10571","29343","11397","47864","17136","69625","21858","31029","10993","27207","5698","26888","4930","20891","4273","7511","2284","1342","803","0","6","0","0","0","0","20221203"
"202211","3호선","구파발","119","3","11308","1323","32235","10374","91100","23050","83444","31170","47677","29100","32102","27045","30205","23828","31341","24897","29168","28513","29580","28832","32703","29808","39864","37536","38976","43976","29994","76622","18684","65620","15098","35831","12927","31612","10270","27492","2898","18929","482","8206","0","438","0","0","0","0","20221203"
"202211","3호선","금호","18","4","4781","452","10531","2604","27127","4336","39448","8810","24628","6366","15282","6536","12766","6664","12411","8126","12036","9658","10324","10398","9771","13703","11266","15993","12027","21808","11351","31230","7497","22211","5521","14931","4276","12946","3167","12207","1412","6139","259","2054","0","1","0","1","0","0","20221203"
"202211","3호선","남부터미널(예술의전당)","44","2","2927","1314","9057","26263","30032","61602","45664","154203","37714","90571","34328","49598","37470","36523","38610","38953","42420","44460","43050","42250","46937","44575","62054","48526","101973","57210","134492","68960","62022","43973","44936","24829","41560","19223","32279","14882","8681","8410","1012","2459","1","1","0","0","0","0","20221203"
"202211","3호선","녹번","52","1","10080","821","26235","3444","74581","7477","81124","19015","47792","11416","29032","10049","23392","10362","23358","12984","20925","14233","18462","16126","17284","20737","18392","27909","19662","37814","21220","65305","9949","54600","7354","31562","6099","28050","4242","23851","1490","13797","185","4085","0","0","0","0","0","0","20221203"
"202211","3호선","대청","100","1","3845","1010","11282","6772","29193","18642","37131","27613","21451","13565","15944","8736","14043","7996","13318","9945","14463","10762","12761","11556","14976","14088","23019","16550","25412","20675","26771","29852","11315","24418","8161","15427","6616","14219","4438","15016","1527","7643","206","2547","0","5","0","0","0","0","20221203"
"202211","3호선","대치","22","1","2943","729","12156","8245","25744","13671","28238","28663","17935","19043","14357","14428","13872","12888","15238","16692","15762","20174","15204","18973","18345","22225","20677","27924","29043","32180","28482","31153","19254","24992","13630","13360","15875","12367","25959","10448","2856","5998","376","2020","1","4","0","0","0","0","20221203"
"202211","3호선","도곡","30","2","775","310","2895","4808","8983","12987","11640","20241","7682","15547","6056","7414","6106","7256","6687","6749","6845","7018","7339","6868","9819","6788","12915","7463","17555","9183","17490","10424","8555","8474","6412","4753","5168","4319","4177","3947","943","2410","206","1765","4","283","0","0","0","0","20221203"
"202211","3호선","독립문","153","1","5169","790","5969","5308","16006","15127","18846","22557","14938","17863","12944","16974","13276","11639","14814","11437","13886","12334","14145","11703","15571","12054","17300","13702","17476","14362","16619","17473","7839","14035","5846","8864","4710","7701","3257","7101","1036","4265","151","1787","3","706","1","0","0","0","20221203"
"202211","3호선","동대입구","32","1","1790","1165","2782","8906","6231","15906","8610","59976","7143","44548","7538","38354","12647","29460","12940","21954","15998","23185","22999","18391","24225","17667","27719","17340","39871","21349","49750","26254","21767","10336","24944","5742","25158","5171","13527","4173","4337","2425","526","995","1","74","0","0","0","0","20221203"
"202211","3호선","매봉","7","0","1653","604","6836","9182","17826","23589","23391","77804","16360","35983","13235","15721","13014","13514","13320","12416","14103","12543","16535","12103","18670","13108","22022","14800","41150","20067","66141","24695","20955","16921","15340","9880","16117","8919","9795","8153","2874","4460","454","1516","0","55","0","0","0","0","20221203"
"202211","3호선","무악재","23","0","1830","77","5616","1534","15265","3384","18433","7073","11244","4500","7654","4466","6704","4011","6467","4321","6015","5071","5511","5409","5195","6711","5733","8420","7385","10770","7322","15907","3156","13118","2378","7796","2022","7595","1290","6094","465","4007","65","1174","1","0","0","0","0","0","20221203"
"202211","3호선","불광","13","0","9734","1135","19503","5471","53320","10708","63677","32466","37644","30769","25928","25432","24098","23155","25574","25977","26191","28180","25463","27855","28053","30141","29682","34446","29980","41667","30650","61769","16172","48162","12865","27608","10932","24070","6783","21250","2806","11927","422","4237","0","2","0","0","0","0","20221203"
"202211","3호선","수서","241","18","4742","2536","12243","18481","36181","37029","46992","57026","31397","35574","31392","24012","25887","19483","31543","25296","28823","23375","22461","23794","34627","28403","39484","32815","46647","40480","54524","52942","24141","38996","24287","26113","15558","23203","15479","20523","6867","7813","671","3224","0","257","0","0","0","0","20221203"
"202211","3호선","신사","59","3","3538","1754","6087","18482","11056","45433","18265","102665","15711","140075","18470","69613","23920","49041","28335","45656","33704","49304","41458","46047","50599","44291","61500","46452","89733","56431","132679","71372","89806","36771","62660","17359","66392","13505","54231","10157","23627","6352","4210","2809","0","3","0","0","0","0","20221203"
"202211","3호선","안국","17","2","1850","1579","3020","21619","6449","94757","10384","118343","11281","85177","13068","69959","20925","74244","31588","61553","38230","62090","51850","57538","70711","45194","96104","39658","135145","35867","129726","30462","56494","13947","46575","6986","41407","5748","22903","4828","7263","2573","892","848","0","1","0","0","0","0","20221203"
"202211","3호선","압구정","130","2","2919","2091","7866","23788","15983","49588","26693","151869","22182","160740","25774","82511","32677","65046","38254","52088","42469","56330","51807","51922","61518","48846","74230","51441","99536","62822","143898","66874","95213","34706","76008","16867","61226","13947","41077","10621","11673","5760","2147","2047","4","230","0","0","0","0","20221203"
"202211","3호선","약수","108","0","7014","1001","10919","6794","26864","14878","41016","34782","28975","22227","19586","15163","18021","14769","20214","15295","20207","16241","19007","17946","20094","20212","23575","24755","27366","30575","34072","43468","18739","28188","14432","18097","15007","17073","10752","15275","4452","8486","883","3509","1","543","0","0","0","0","20221203"
"202211","3호선","양재(서초구청)","127","2","4973","3057","13799","44316","34707","110067","47101","241536","35263","129491","31704","61235","34270","47371","38299","43407","43759","48183","48380","42681","57578","44023","76058","47767","132735","67557","205247","78736","89367","50906","64882","31934","58444","28155","38323","23765","12700","12525","1722","3834","0","11","0","0","0","0","20221203"
"202211","3호선","연신내","240","13","27008","1811","52161","11433","131386","23828","154082","36603","92555","35862","59263","33415","53571","34445","60941","39045","53598","42847","48935","45638","50095","54806","60951","66941","51753","86494","46082","139667","31373","118784","25692","66969","23028","59287","18455","51969","8072","33291","1465","11428","2","75","0","0","0","0","20221203"
"202211","3호선","오금","24","0","4115","4","8300","2474","28614","5796","34779","14338","17961","6398","9689","5046","8312","4446","8591","6012","8083","6478","6992","6326","6859","8351","7974","10159","11448","14386","12241","22930","4462","16039","3592","10024","2958","9572","2129","10096","646","5916","129","2017","0","18","1","0","0","0","20221203"
"202211","3호선","옥수","271","26","2968","796","9567","4776","23290","8783","33053","15329","22858","10606","15948","8543","14188","9861","14021","11282","14321","12674","14137","14192","14257","17292","15925","19313","18090","25608","17533","34573","10663","24249","8792","15906","7714","14785","5108","13328","2120","6915","402","1853","0","2","0","0","0","0","20221203"
"202211","3호선","을지로3가","29","0","629","990","926","9269","2199","33549","4405","81955","6644","33969","8318","16436","9973","13635","10431","13139","12494","13587","14945","11548","16283","11638","20854","12760","43984","15831","69269","19691","27375","9962","18769","4906","19695","3642","15048","2446","7771","1572","1310","596","0","11","0","0","0","0","20221203"
